@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
DESC,'What is Archimedes famous for '
NUM,'When was Microsoft established '
DESC,'How is Abigail Arcane related to the villainous opponent of the Swamp Thing '
LOC,'What were the first three cities to have a population of more than a million '
LOC,'Kosovo is a province of what country '
ENTY,'What harmful chemicals are in bug spray '
HUM,'Who won two gold medals in skiing in the Olympic Games in Calgary '
HUM,'What player squats an average of 3 times during a baseball doubleheader '
HUM,'Who played Maria in the film West Side Story '
NUM,'How many John Deere tractors have been manufactured '
ENTY,'What are birds descendents of '
LOC,'What s the longest river in the world '
DESC,'What does the term glory hole mean '
NUM,'What are the statistics for drunken drivers in Maryland '
LOC,'What is the largest city in Texas '
ENTY,'What does a collier mine '
ENTY,'What is a fear of motion '
DESC,'What is a glory hole '
NUM,'How many years did Sleeping Beauty sleep '
DESC,'What is the virus HIV '
ENTY,'What s destroyed in Genesis 19 : 24 '
ENTY,'What did Jack exchange with the butcher for a handful of beans '
DESC,'What is the definition of  graphic details  '
ENTY,'What is the high pitched sound that you hear in your ear every now and then '
DESC,'What is the origin of the word  attic  '
ENTY,'What did The Gas House Gang play '
NUM,'How many cities are there in Utah '
NUM,'When did Amtrak begin operations '
ENTY,'What does a deltiologist collect '
ENTY,'What Hermann Hesse book gave its name to a rock group '
HUM,'Who was the author of the novel  Far From the Madding Crowd  '
NUM,'When was the battle of the Somme fought '
NUM,'How many degrees cooler is the inside of a cucumber than the air outside '
ENTY,'What are the most common elements in seawater '
DESC,'What is the medical condition of hypertension '
NUM,'How much could you rent a Volkswagen bug for in 1966 '
LOC,'The Kentucky Horse Park is close to which American city '
HUM,'Who was Bonnie Blue Butler s father '
NUM,'How many villi are found in the small intestine '
DESC,'Describe the Long March .'
NUM,'How many years make up a lustrum '
HUM,'What French designer declared :  The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped !  '
HUM,'Name the university of which Woodrow Wilson was president .'
HUM,'Who was the second person ever to wear Iron Man s armor '
NUM,'When was the NFL established '
ENTY,'What novel did Ian Fleming introduce James Bond in '
HUM,'Who made the musical plea Be True to Your School '
ENTY,'What does the six-footed Musca domestica become when it enters a house '
NUM,'When did Princess Diana and Prince Charles get married '
LOC,'What is Bill Gross s email address '
NUM,'What is the frequency of VHF '
NUM,'How large is Missouri s population '
HUM,'What is the name of the brilliant British economist behind its creation '
LOC,'Where are the apartments in Saint John '
ENTY,'What do ladybugs eat '
ENTY,'What foods contain the most protein '
DESC,'Where did the saying  rule of thumb  come from '
ENTY,'What is a fear of speaking '
HUM,'What s the name of Popeye s adopted son '
NUM,'How many students attend the University of Massachusetts '
NUM,'How much will gas be taxed in California by the year 2000 '
ENTY,'What is the predominant color of the Tab label '
HUM,'Which of the following TV newsmen was a Rhodes scholar '
HUM,'What major airline has the best safety record in the world '
ENTY,'Garry Kasparov plays what game '
ENTY,'What are the first and last letters of the Greek alphabet '
HUM,'Whose cover is that of an employee of Universal Import and Export '
HUM,'What was William F. Cody s better-known name '
NUM,'How many revolutions does a standard LP make in three minutes '
ENTY,'What impenetrable system of French fortifications was built along the German frontier before World War II '
ENTY,'What two vegetables are combined in succotash '
ENTY,'What was Franklin Roosevelt s program for economic recovery called during the Great Depression '
ENTY,'What is Mississippi s state animal '
NUM,'What fraction of a beaver s life is spent swimming '
LOC,'Where are the U.S. headquarters for Procter & Gamble '
HUM,'Who is the president of the Spanish government '
DESC,'What is a hormone '
DESC,'What is the origin of the name Igor '
HUM,'What actress starred in  The Lion in Winter  '
NUM,'How many characters makes up a word for typing test purposes '
LOC,'Where can you find the Venus flytrap '
ENTY,'What 1976 Deep Throat clone provides the leading lady with a second larynx '
NUM,'A normal human pregnancy lasts how many months '
LOC,'Where did cable cars first roll down Clay Street in 1873 '
LOC,'What country contains the westernmost point in South America '
DESC,'What is the difference between a median and a mean '
HUM,'Who was Jean Nicolet '
NUM,'What percent of world s fresh water is found in Canada '
NUM,'What time of year do most people fly '
HUM,'What was the nickname of model Leslie Hornby '
NUM,'How many spaces follow a period at the end of a sentence '
ENTY,'What kind of rocket launched the Surveyor spacecraft '
LOC,'What country is famous for Persian rugs '
ENTY,'What is another name for nearsightedness '
HUM,'Who killed Kurt Cobain '
NUM,'How many mines can still be found in the Falklands after the war ended '
LOC,'Where is the Taj Mahal '
DESC,'What is the origin of the term  blue moon '
HUM,'What United States President had dreamed that he was assassinated '
ENTY,'What was the longest war in U.S. history '
ENTY,'What s the Hungarian word for pepper '
ENTY,'What was the first Gilbert and Sullivan opera '
DESC,'What is gymnophobia '
DESC,'What is the Internet2 '
HUM,'What company makes impulse hardening equipment '
ENTY,'What is Dudley Do-Right s horse s name '
ENTY,'What creature is the absolute fastest in moving in the world '
NUM,'What are the highest-paying odds on a roulette table '
HUM,'Who was the second man to walk on the moon '
ENTY,'What was the name of the U.S. Navy gunboat in the film The Sand Pebbles '
ENTY,'What are the first ten amendements passed '
LOC,'Where can I find a website that gives comparisons of good prices '
DESC,'What steps can be taken to prevent diabetes '
ENTY,'What color bottles do good Rhine wines come in '
ENTY,'What did Shostakovich write for Rostropovich '
DESC,'In My Antonia '
NUM,'What is Columbia Tristar s phone number '
LOC,'What country has the largest sheep population '
NUM,'What is the population of Mozambique '
ENTY,'What fast food is prepared with a  secret blend of 11 herbs and spices  '
ENTY,'What s the only mammal that can t jump '
ENTY,'What is the greatest source of  white  magic in the Marvel Universe '
HUM,'Name the creator of  The Muppets  .'
DESC,'What was the  Dead Man s Hand  '
LOC,'What city is graced by the Arch of Titus '
DESC,'Why do they sterilize the needle for lethal injection '
ENTY,'What is the largest sculpture in the world '
ENTY,'What were Baffin '
ABBR,'What does the acronym CPR mean '
LOC,'Where can stocks be traded on-line '
ENTY,'What sport do the Cleaveland Cavaliers play '
HUM,'Who delivered his last newscast on March 6 '
ENTY,'What was the name of Betty Boop s dog '
DESC,'What was the verdict in the 1925 trial of John T. Scopes '
HUM,'What store does Martha Stewart advertise for '
ENTY,'Which airplane was Fawaz Younis convicted of hijacking '
ENTY,'What Jewish holiday saw the start of the 1973 Mideast War '
DESC,'What are the lyrics to the Star Spangled Banner '
LOC,'What is the largest city in the world '
HUM,'What TV family sometimes buys eclairs from Nelson s Bakery '
HUM,'Who made the first airplane '
DESC,'What is the history of Buffalo chicken wings '
LOC,'Where is Natick '
DESC,'What is Java '
ENTY,'What English word comes from the Old French covrefeu '
ENTY,'What kind of car did Janis Joplin ask the Lord to buy her '
HUM,'What company tabulates the ballots in voting for the Academy Awards '
DESC,'What is a plant supplement '
LOC,'What is the U.S. location of Procter & Gamble corporate offices '
LOC,'Where is Inoco based '
NUM,'How many people does Honda employ in the U.S. '
HUM,'Who was the lawyer who represented Randy Steven Craft '
DESC,'Why were red M&Ms discontinued then brought back '
DESC,'How do you get a broken cork out of a bottle '
ENTY,'What does Salk vaccine prevent '
ABBR,'What is RAM in the computer '
DESC,'What does  extended definition  mean and how would one write a paper on it '
NUM,'How many people died because of a smoking problem in 1997 '
DESC,'How is digital audio used '
DESC,'How was the Kennedy money made '
ENTY,'What is the most commonly used 1 letter word in the English language '
DESC,'What are those little blue reflectors in the middle of the road for '
ENTY,'What is the lowest level of the American judiciary '
LOC,'What s the sacred river of India '
DESC,'What is a  False Moon  '
DESC,'What is home banking '
ENTY,'Which ear can most people hear better with '
DESC,'Why is the mile 528 feet '
DESC,'Why are peanut butter cookies topped with crisscrosses '
HUM,'What is Jimmy Olsen s full name '
LOC,'What country was General Douglas McArthur in when he was recalled by President Truman '
HUM,'What tennis player has the nickname  Nasty  '
HUM,'What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor '
ENTY,'What is  the bear of beers  '
LOC,'What U.S. state has an element named for it '
HUM,'Who was the first king of England '
NUM,'How many furlongs are there in a mile-and-a-quarter recetrack '
LOC,'What are Britain s two longest rivers '
LOC,'What erupts every hour at Yellowstone National Park '
HUM,'Who invented the fax machine '
LOC,'On what river is Strasbourg built '
LOC,'What s the world s longest suspension bridge '
ENTY,'What is the shape of a football as stated in the NFL rulebook '
LOC,'What state did Anita Bryant represent in the 1959 Miss America contest '
HUM,'Who invented the stethoscope '
ENTY,'Which side of the face do most artists tend to show more of in self-portraits '
HUM,'Name the food company that traveled to Soviet Georgia to film a series of ads .'
HUM,'Who is the prime minister of Japan '
ENTY,'What is the longest-running television series '
DESC,'Why do horseshoes bring luck '
DESC,'What makes a clitoris sensitive '
ENTY,'What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe '
ENTY,'What is the only substance that gives food its  taste  when eaten '
NUM,'How old is the Italian artist Maurizio Pellegrin '
LOC,'Where is Poe s birthplace '
ENTY,'What is the recipe or formula for Coca-Cola '
HUM,'What inescapable purveyor of background music celebrated its 5th anniversary in July '
ENTY,'What animal dined on bread and oysters with a carpenter '
HUM,'What actor and actress have made the most movies '
HUM,'What President was assassinated by Charles J. Guiteau '
LOC,'What Georgia town did Scarlett O Hara condemn as being full of pushy people '
LOC,'In what county is Eckley Colorado '
HUM,'What is the name of the American swimmer who won seven gold medals in the 1972 Olympics '
ABBR,'What is the full name of the PLO '
DESC,'What is the main application of sodium hydrosulfite '
ENTY,'What are some science fair projects for 8th graders '
ENTY,'In what book can I find the story of Aladdin '
DESC,'Why do movie and TV stars get paid so much '
NUM,'How many layers does a bottle of Yoo-Hoo settle into '
DESC,'What does the name Kelly mean '
ENTY,'What s the No. 1 killer in industrialized countries '
LOC,'Jackson Pollock was a native of what country '
NUM,'What is the average time to kiss somene '
HUM,'Who is behind the name of the Harvey Wallbanger drink '
HUM,'What fast-food magnate s initials graced the left sleeve of the San Diego Padres  baseball uniforms in 1984 '
ENTY,'Name the soft drink that is  number one in the sun . '
DESC,'What does  Janelle  mean '
NUM,'How many inches tall is Stuart Little at birth '
NUM,'How long is Camptown Racetrack '
ENTY,'What nutrients are for healthy bones and teeth '
ENTY,'What food of the three bears did Goldilocks eat '
HUM,'Who retired with 755 home runs to his credit '
NUM,'How many wives did Brigham Young have '
ENTY,'What sport is Chris Jogis a top player of '
NUM,'How much money does each player get at the beginning of the game in Monopoly '
DESC,'What do a diamond and lump of coal have in common '
LOC,'What country comes last in an alphabetical list '
NUM,'What debts did Qintex group leave '
NUM,'What is the time it takes a typist to type a screenplay that is 100 pages long '
NUM,'What is the chemical reactivity of neon '
LOC,'Where does Mother Angelica live '
DESC,'How can I enforce new rules to a group of youngsters who have been allowed to do as they please .'
NUM,'How many cards is each player dealt in Contract Bridge '
NUM,'How many bones are in the human hand '
LOC,'What state does Martha Stewart live in '
HUM,'What businesses in Alaska were affected by the Exxon Valdez oil spill '
LOC,'What African country is governed from Ouagadougou '
LOC,'Where does the U.S. get most of its energy '
HUM,'Who was the conservationist who served as spokesperson for Post Grape Nuts '
DESC,'What s the meaning of the name Tatiana '
ENTY,'What wheel did Blaise Pascal invent in a search for perpetual motion '
LOC,'Where was helium first discovered '
DESC,'What is making love '
HUM,'Who did Sara Jane Moore try to assassinate '
DESC,'What is Colin Powell best known for '
HUM,'Who replaced Bert Parks as the host of The Miss America Pageant '
DESC,'How successful is arometherapy '
ENTY,'What articles of clothing are tokens in Monopoly '
ENTY,'What common ailment can t you catch at the North Pole '
DESC,'What are a baseball team s firemen '
DESC,'What does a nihilist believe in '
NUM,'How long do cardinal eggs incubate '
DESC,'What is the difference between New York-style and Chicago-style pizza '
ENTY,'What was paper made of in the late 16th century '
HUM,'What attorney-general ordered the closing of Alcatraz '
LOC,'What stadium do the Miami Dolphins play their home games in '
ENTY,'What did San Francisco s Milt Harper grow that measured 24 inches from tip to tip in 1974 '
NUM,'What is the weight of a teaspoon of matter in a black hole '
DESC,'How do you pronounce  Tzimisce  '
LOC,'Where can I find information on becoming a journalist '
DESC,'Why do recipe books recommend starting with cold water when you boil something '
NUM,'What is the average time it takes for a male to ejaculate '
HUM,'What was the occupation of Mandy Rice-Davies '
ENTY,'What is a fear of pregnancy '
HUM,'What group asked the musical question Do You Believe in Magic '
HUM,'Who is the owner of CNN '
ENTY,'What kind of substance is dextropropoxyphen napsylate '
ABBR,'What does IQ stand for '
ENTY,'What literary classic centers on the search for a treasure in gold worth 7 '
LOC,'Where are the Haversian canals '
HUM,'What singer s theme song was When the Moon Comes over the Mountain '
DESC,'What was the importance of Magellan '
HUM,'Who is the mathematician that won the Noble Prize for Literature in 1950 '
HUM,'Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa '
NUM,'In what year was the Berlin Wall erected '
LOC,'What city is served by McCarren Airport '
NUM,'When was cigarette advertising banned on television and radio '
ENTY,'What is the name of the American literary era that includes 1896 '
DESC,'How can your school march in the Macy s Thanksgiving Parade '
DESC,'How does a hydroelectric dam work '
NUM,'How long was the longest sneezing attack '
HUM,'What businesses or agencies would do an employment verification '
DESC,'How do you get a pointsettia to turn red '
ENTY,'What garment was named for Bradley '
LOC,'What U.S. state is Mammoth Cave National Park in '
NUM,'When did Jaco Pastorius die '
ENTY,'What are super balls made of '
ENTY,'What was a California prayer book to an Old West gambler '
DESC,'How did  stat  come to be used as an expression for quickly '
HUM,'Name a ballet company Mikhail Baryshnikov has danced for '
LOC,'Where is Procter & Gamble headquartered in the U.S. '
HUM,'Who was known as the Time Master in comic books '
DESC,'What does Inuit and Eskimo mean '
ENTY,'What are other ways of getting stretch marks besides pregnancy '
LOC,'What country borders Denmark to the south '
HUM,'Who shot and killed himself while painting Wheatfield with Crows '
DESC,'What is the nature of learning '
HUM,'What 2th-century American poet wrote a four-volume biography of Abraham Lincoln '
NUM,'How many inches apart are adjacent pins in tenpin bowling '
LOC,'What river runs through Liverpool '
DESC,'What is a dangling participle '
ABBR,'What is LMDS '
ENTY,'What four elements make up 90 percent of the human body '
ABBR,'What does CNN stand for '
ABBR,'What is the acronym for the National Bureau of Investigation '
DESC,'What are Fortune 500 companies '
NUM,'How many watts make a kilowatt '
HUM,'What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer '
HUM,'Who was the most famous food editor of The New York Times '
NUM,'How many stars are there on the Soviet Union s flag '
LOC,'What s the name of a hotel in Indianapolis '
DESC,'What is the C programming language '
DESC,'What is an Angelus '
LOC,'What is George Lucas s e-mail address '
NUM,'What is the chemical reactivity of argon '
LOC,'What countries have the best math students '
ENTY,'What is a fear of being dirty '
DESC,'What is he doing now '
DESC,'Why do people in the upper peninsula of Michagin say  eh   '
DESC,'Why do heavier objects travel downhill faster '
LOC,'What two countries fought the Hundred Years  War '
ENTY,'What is the fastest fish in the world '
DESC,'What does the theory of quantum leaps mean in simpler terms '
NUM,'How many quarters equal a pound '
HUM,'Who was the Charlie perfume woman '
HUM,'What famous coach said  if you can t beat em in the alley '
HUM,'Who is Olive Oyl s brother '
LOC,'In 139 the papal court was forced to move from Rome to where '
NUM,'What was the date of CNN s first broadcast '
DESC,'What is a specimen of basidiomycetes '
NUM,'How many claws has a lobster called a pistol lost '
DESC,'How were the days of the week named '
DESC,'How do you become a dentist '
ENTY,'What does a woman want '
NUM,'In which year was New Zealand excluded from the ANZUS alliance '
DESC,'What is carpal tunnel syndrome '
ENTY,'Name a flying mammal .'
NUM,'What is the average weight for a man '
HUM,'Who directed Citizen Kane '
HUM,'Who was the supreme god of Germanic religion '
DESC,'How was Teddy Roosevelt related to FDR '
NUM,'When did Israel begin turning the Gaza Strip and Jericho over to the PLO '
DESC,'What does  E Pluribus Unum  on the penny mean '
HUM,'What team did Babe Ruth play his first major league game for '
ENTY,'What are some of Australia s native flora '
ENTY,'What Hollywood dog died in the arms of Jean Harlow in 1932 '
ENTY,'What future movie treat was introduced to American colonists in 1603 by Native Americans '
DESC,'What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal '
DESC,'How can I determine the radius of an ellipse '
NUM,'What is the per-capita income of Colombia '
HUM,'Who is the current UN Secretary General '
HUM,'What director portrayed the commandant of the POW camp in 1953 s Stalag 17 '
HUM,'What dummy received an honorary degree from Northwestern University '
HUM,'Who is the famous movie star who also acted as sewer commissioner of Provo Canyon '
LOC,'Where is Trinidad '
DESC,'How do I log on to home page at Headquarters U.S. European Command '
HUM,'Name the person who burst through the screen in the Lite beer commercials .'
ENTY,'What are the conjugations of wake and woke '
HUM,'Who played the Ringo Kid in the 1939 film Stagecoach '
DESC,'What does caliente mean '
HUM,'Who is Count Cinzano '
HUM,'Which of the following was Rhodes Scholar '
LOC,'What is a reliable site that I can download Heretic 2 '
NUM,'How many chemical elements are there '
ENTY,'Which operating system runs on IBM-compatible machines '
HUM,'The name of the actor who played the detective in the film Kindergarden Cop is what '
NUM,'How long did the Charles Manson murder trial last '
NUM,'How many Israeli athletes were killed at the Munich Olympics '
NUM,'On what day were John F and Jackie Kennedy married '
ENTY,'What four tournaments make up tennis  Grand Slam '
DESC,'What is Head Start '
NUM,'When was the De Beers company founded '
NUM,'How much can a person be fined for having a dog on a beach '
DESC,'Why does a wheel '
ENTY,'What is a fear of night or darkness '
LOC,'Where can I get piano music for the Jamiroquai song Everyday for the midi '
LOC,'What are all the southern states of the U.S. '
LOC,'Where can I find book reviews of  Turbulent Souls  '
DESC,'How do you get silly putty out of fabric '
LOC,'Where is Microsoft s corporate headquarters located '
ENTY,'What are the developmental stages of a swimmer '
LOC,'What southeast Asian country has the Wang River joining the Ping River at Tak '
ENTY,'What do flatfish eat '
DESC,'What is it like to experience a near death episode '
HUM,'What comedian was banned from the Ed Sullivan Show for allegedly making an obscene gesture at the show s host '
NUM,'How many shots can a stock M16 hold '
LOC,'What is the capital of California '
DESC,'What is  cat scratch fever  '
DESC,'How do I know if I am pregnant '
ENTY,'What was the monster in Spielberg s film  Jaws  '
DESC,'What is Megan s law '
DESC,'What do the red-and-white stripes on a barbershop pole stand for '
DESC,'What is an aortic abdominal aneurysm '
DESC,'Why were the American soldiers in WWI called  Doughboys '
NUM,'What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O Hara '
DESC,'Why do USA fax machines not work in UK '
ENTY,'What J.R.R. Tolkien book features Gimli as a central character '
ENTY,'Aspartame is known by what other name '
HUM,'Who moderated the first Kennedy-Nixon TV debate '
DESC,'What do I have to do to get good grades in school '
HUM,'Who accompanied Space Ghost on his missions '
LOC,'Where can I find information on the cyclone that hit New Jersey on 8/28/1941 '
LOC,'What is the name of the country which Hitler ruled '
HUM,'What role do fruits play in the survival of plants '
DESC,'Why does it snow '
NUM,'What is the price for tuberculosis drugs '
ENTY,'What s the most abundant element in the sun '
HUM,'Who is the leader of India '
HUM,'What is the name of Joan Jett s band '
ENTY,'Which soft drink does Madonna advertise for '
LOC,'What is the oldest website on the Internet '
LOC,'What country boasts the most cars per mile of road '
ENTY,'What are the five basic swimming strokes '
ENTY,'What mammal of North America is the world s longest-lived for its size '
HUM,'What labor leader was last seen in the parking lot of a Michigan restaurant '
DESC,'What is the history of Spartacus '
LOC,'What is the location of McCarren Airport '
DESC,'What does the name Calder mean '
LOC,'Where are some great educational resources for parents and teachers '
LOC,'What country owns Corsica '
ENTY,'What is the name of the medical condition in which a baby is born without a brain '
LOC,'What countries earn the most from tourism '
DESC,'How do vending machines tell if your dollar is a 1 or a 5 '
ENTY,'What animals did The Amazing Three masquerade as '
NUM,'How many tenths of the Earth s surface lie under water '
DESC,'What is the poetic meter of blank verse '
HUM,'Who makes the  Die Hard  car battery '
ENTY,'What kinds of animals are in Cambodia '
ENTY,'What is the name of the Islamic counterpart to the Red Cross '
LOC,'What is the deepest area of the Arctic Ocean '
HUM,'What British general surrendered to the colonial army at Saratoga '
ENTY,'What generation am I in '
DESC,'What happens when a body part falls asleep '
ENTY,'What British TV series featured Emma Peel '
NUM,'How long were Tyrannosaurus Rex s teeth '
DESC,'How do you do a bibliography page '
DESC,'How can you stop the itch from poison ivy '
NUM,'What is the life span of the average monkey '
HUM,'Who sent the brief message  I came '
HUM,'What famous New York City mayor wrote the hit song '
ENTY,'What Caribbean cult did Marcus Garvey originate '
NUM,'How many times larger than life size is the Statue of Liberty '
DESC,'Why did several San Diego schools stop serving apples to students '
DESC,'What is a common dolphin '
DESC,'What causes a person to have constantly sweaty hands and feet '
LOC,'What is the longest place name in the U.S. '
LOC,'What are the world s four oceans '
LOC,'What two countries contain Sierra Nevada mountains '
LOC,'What country s capital is Lagos '
LOC,'What building are British monarchs crowned in '
HUM,'Who created the character James Bond '
ENTY,'What Broadway show introduced the song Some Enchanted Evening '
ENTY,'What is Dr. Seuss  most popular book '
ENTY,'What s approaching when a cyclist shouts :  Oil  '
ENTY,'What s the international radio code word for the letter B '
ABBR,'What is the abbreviation of the National Bureau of Investigation '
NUM,'How much money did the Marcos steal from their country '
DESC,'What is the definition of spamming '
ENTY,'What does El Nino mean in spanish '
ABBR,'What is p.m. an abbreviation for '
HUM,'Who shared a New York City apartment with Roger Maris the year he hit 61 home runs '
HUM,'What party was Winston Churchill a member of '
ENTY,'What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts '
HUM,'Who said :  The victor will never be asked if he told the truth  '
NUM,'What s the maximum length '
NUM,'How many colored squares are there on a Rubik s Cube '
ENTY,'What color were their horses '
DESC,'What is power steering '
LOC,'Which continent has the most roses '
NUM,'How many films did Ingmar Bergman make '
ENTY,'What is celebrated during the week of February 21-27 '
HUM,'Who invented the pull-tab opener on cans '
HUM,'Who kept the most famous diary in the English language '
ENTY,'In Hemingway s  Old Man and the Sea '
LOC,'Where can I get information concerning child custody files for the State of Utah '
DESC,'How can I transport files from one computer to another '
HUM,'What is the name of the president of Garmat U.S.A '
HUM,'Who claimed he killed 4 '
ENTY,'What organic fuel do bog-dwellers use a  slane  to cut '
DESC,'What is hydroelectricity '
HUM,'Who created Harry Lime '
ENTY,'What films featured the character Popeye Doyle '
LOC,'What is the best online games site '
ENTY,'What weapon did the crossed slits in English castles accommodate '
DESC,'How does one correctly pronounce  qigong  '
HUM,'Which German president was pressured into appointing Hitler chancellor in 1933 '
NUM,'What are the odds of giving birth to twins '
ENTY,'What is a fear of glass '
NUM,'How old is Benny Carter '
DESC,'What are dingoes '
NUM,'How many times a day does the typical person go to the bathroom '
LOC,'What is one of the cities that the University of Minnesota is located in '
LOC,'Where is the Smithsonian Institute located '
HUM,'Name the first private citizen to fly in space .'
ENTY,'What s bottled in jeroboams '
ENTY,'Which mosquito s bite draws blood '
ENTY,'What s the Southern dish made of pigs  small intestines '
LOC,'What country s royal house is Bourbon-Parma '
ENTY,'What religion has the most members '
DESC,'What is the VDRL test of blood '
HUM,'What was the name of Randy Craft s lawyer '
HUM,'Who invented the horoscope '
LOC,'What two countries are separated by the Bering Strait '
DESC,'How can people from Ireland come to the U.S. '
LOC,'What Metropolis landmark was first introduced in the Superman cartoons of the 1940 s '
ENTY,'What is glass made of '
HUM,'Who said  the only thing we have to fear is fear itself  '
NUM,'How long does a pig s orgasm last '
DESC,'For what reason did some San Diego schools stop serving apples '
HUM,'Who is Dear Abby '
LOC,'What country is Kosovo a part of '
HUM,'What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars '
NUM,'How much does it cost '
HUM,'Who shot Billy the Kid '
HUM,'What was her real name '
LOC,'Where are the tropical rain forest distributions '
HUM,'What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV s Days of Our Lives '
NUM,'How old is too old for a child to not be talking '
ENTY,'What is your favorite color '
LOC,'What country was Erich Honecker the leader of '
DESC,'What is the origin of gametophytic tissue '
HUM,'What s comic strip photographer Peter Parker s secret identity '
DESC,'What are perfect tenses '
DESC,'Colin Powell is best known for what achievement '
HUM,'What two commanders directed the forces in the Battle of El Alamein '
ENTY,'What color are school buses '
DESC,'Why is the word  abbreviation  so long '
DESC,'What is a multiplexer '
HUM,'With whom did Bush compare Saddam Hussein '
HUM,'Which presidents of the USA were Masons '
DESC,'What is film noir '
LOC,'What U.S. city s skyline boasts the Gateway Arch '
HUM,'What is Steve Rogers s profession when he s not Captain America '
HUM,'What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 '
ENTY,'What do the Japanese call Japan '
ENTY,'What is the fear of the computer called '
NUM,'How fast is a 45Mhz processor '
ENTY,'Musician Ray Charles plays what instrument '
ENTY,'What animal was the heat-seeking missile called the Sidewinder named for '
ABBR,'CNN is the abbreviation for what '
ENTY,'What s the literary term for a play on words '
ENTY,'What is a fear of weakness '
LOC,'Where do lobsters like to live '
LOC,'Where did the Wright brothers make their first flight '
NUM,'In 1990 '
ENTY,'What was the 24-disc John Gabel Entertainer the first example of '
DESC,'How is  qigong  properly pronounced '
LOC,'What was the only country you were allowed to drive into Israel from in 1979 '
NUM,'What was the minimum wage in 1991 '
HUM,'What was the business of the animated Sky Hawks '
DESC,'How do you solve  Rubik s Cube  '
LOC,'Where can I get a map of Prussia on the Internet '
HUM,'What was the name of the US helicopter pilot shot down over North Korea '
NUM,'Dialing '
DESC,'What was a Mae West on a World War II battleship '
DESC,'How do you look up criminal records on the Internet '
DESC,'What is the design of the ship Titanic '
HUM,'Who is John Macarthur '
LOC,'Where is Rider College '
LOC,'What s the name of the Wilkes plantation in Gone with the Wind '
HUM,'What American naval officer broke Japan s isolationist policy in 1853 '
DESC,'How does hair curl '
LOC,'Where is it planned to berth the merchant ship '
DESC,'How does Cos Cob '
HUM,'Who started the Dominos Pizza chain '
DESC,'How do you clean badly tarnished brass '
DESC,'How do I make fuel bricks from recycled newspaper '
DESC,'What is Butterfield 8 in Butterfield 8 '
DESC,'How does rabies spread '
LOC,'Where is Belize located '
HUM,'Who followed Caesar '
LOC,'What are the 10 largest cities in the US '
ENTY,'What are the 10 plagues of Egypt '
NUM,'What does 7847+5943 equal '
HUM,'Who were the four famous founders of United Artists '
DESC,'What is the nature of snow and how is the formation of snow different from that of ice '
DESC,'What are some chemical properties of mendelevium '
NUM,'What is the number of American soldiers deployed to South Korea '
LOC,'What was the nationality of Jackson Pollock '
DESC,'What are Bellworts '
DESC,'What are the Low Countries '
LOC,'What is the best hospital for orthopedics in the country '
ABBR,'What does BMW stand for '
DESC,'What did Cool Hand Luke go to jail for '
HUM,'Which glamorous actress is a close friend of Dick Tracy '
HUM,'Who won the rugby world cup in '
DESC,'What caused the Titanic to sink '
HUM,'Who was the first woman governor of Wyoming '
ENTY,'What film did Louise Fletcher win the best actress Oscar for '
DESC,'What is the difference between classical conditioning and operant conditioning '
NUM,'How many warmup pitches does a reliever get coming into a baseball game '
HUM,'Who was the first host of Person to Person '
ENTY,'What color is the stripe along each side of a Coho salmon '
HUM,'What actor first portrayed James Bond '
HUM,'What baseball team became the Minnesota Twins '
NUM,'How many more weeks of winter are there if a ground hog sees his shadow '
LOC,'What is the capital of Uruguay '
ENTY,'What is the name of the dog on the Cracker Jack box '
NUM,'How many people died on South Carolina highways in 1998 '
HUM,'What Green Bay Packers coach philosophized :  There s nothing that stokes the fire like hate  '
ENTY,'What device provided a new way to listen to music in 1963 '
ENTY,'What is a fear of failure '
DESC,'How you can raise your IQ '
LOC,'What is the name of the largest city in Chile '
HUM,'What dumb-but-loveable character did Maurice Gosfield play on The Phil Silvers Show '
HUM,'What U.S. general was court-martialled for criticizing American air power '
NUM,'How many different languages are spoken in Europe '
ENTY,'What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania '
ENTY,'Name the disposable razor that  costs about 19 cents . '
DESC,'How do I start a web based business '
HUM,'What group included Abbey Hoffman '
ENTY,'What does the Ouarterly Review of Doublespeak call an  inoperative statement  '
HUM,'What s the middle name of movie producer Joseph E. Levine '
